Title,Company,Experience,Salary,Location,Description,Tags,Posting Day,job_link
GN - SONG - C&S - Billing - Manager,Accenture,5-10 Yrs,Not disclosed,Bengaluru,About The Role : Join our team of Strategy & Consulting Global Network Song who solve c...,"client handling, project management, system software, presentation skills, billing, visualforce, configuring, sap",7 Days Ago,https://www.naukri.com/job-listings-gn-song-c-s-billing-manager-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-111224922287
GN - SONG - Service - Business Process Transformation - Manager,Accenture,10-12 Yrs,Not disclosed,Bengaluru,The Global Network SONG Practice | Service - Business Process Transformation Lead Join ...,"strategy consulting, business process management, lean six sigma, six sigma implementation, business development, management consulting, project management, customer service",7 Days Ago,https://www.naukri.com/job-listings-gn-song-service-business-process-transformation-manager-accenture-solutions-pvt-ltd-bengaluru-10-to-12-years-111224921702
GN_SAP Platform _ Products - Solution Architect,Accenture,12-14 Yrs,Not disclosed,Bengaluru,"S&C GN SAP Platform Manager, Senior ManagerFind endless opportunities to solve our clie...","presentation skills, sales, sap platform, sap s hana, solution design, erp, sap, supply chain",7 Days Ago,https://www.naukri.com/job-listings-gn-sap-platform-products-solution-architect-accenture-solutions-pvt-ltd-bengaluru-12-to-14-years-111224921690
EXPERT - O365 Exchange Online,Alstom Transportation,12-16 Yrs,Not disclosed,Bengaluru,Collaboration with internal and external teams to ensure seamless integration . All abo...,"O365 Exchange Online, Azure Active Directory, SharePoint, Office 365, Exchange Online, Exchange on-premise, Active Directory, PowerShell scripting",8 Days Ago,https://www.naukri.com/job-listings-expert-o365-exchange-online-alstom-transport-india-ltd-bengaluru-12-to-16-years-111224909995
BigData-Hadoop/Scala Engineer,Deutsche Bank,2-7 Yrs,Not disclosed,Bengaluru,"Should be able to work in a cross-application, mixed-technical environment and must dem...","sql, spark, hadoop, python, unix, hive, scala, ci/cd",8 Days Ago,https://www.naukri.com/job-listings-bigdata-hadoop-scala-engineer-deutsche-bank-ag-bengaluru-2-to-7-years-111224908553
Service - Sprinklr Analyst,Accenture,2-7 Yrs,Not disclosed,Bengaluru,The Strategy & Consulting Global Network SONG Practice | Sprinklr Join our team of SONG...,"nuance, ci/cd, microsoft dynamics, sprinklr, aws, digital marketing, gvp, genesys",8 Days Ago,https://www.naukri.com/job-listings-service-sprinklr-analyst-accenture-solutions-pvt-ltd-bengaluru-2-to-7-years-111224908433
Service - Sprinklr Consultant,Accenture,2-7 Yrs,Not disclosed,Bengaluru,The Strategy & Consulting Global Network SONG Practice | Sprinklr Join our team of SONG...,"nuance, microsoft dynamics, ci/cd, sprinklr, aws, digital marketing, gvp, genesys",8 Days Ago,https://www.naukri.com/job-listings-service-sprinklr-consultant-accenture-solutions-pvt-ltd-bengaluru-2-to-7-years-111224908275
Service Nice CX One - Analyst,Accenture,1-4 Yrs,Not disclosed,Bengaluru,"Experience across functional and technical Voice and Non-Voice solutions: SMS, Email, C...","web services, containerization, speech recognition, java, wfm, kubernetes, python, ssas",8 Days Ago,https://www.naukri.com/job-listings-service-nice-cx-one-analyst-accenture-solutions-pvt-ltd-bengaluru-1-to-4-years-111224906275
Service - Sprinklr Analyst,Accenture,2-7 Yrs,Not disclosed,Bengaluru,The Strategy & Consulting Global Network SONG Practice | Sprinklr Join our team of SONG...,"adobe analytics, ssas, ci/cd, business intelligence, sprinklr, digital marketing, data analysis, google adwords",8 Days Ago,https://www.naukri.com/job-listings-service-sprinklr-analyst-accenture-solutions-pvt-ltd-bengaluru-2-to-7-years-111224906090
Tech Mahindra Hiring -Solutions Head -Bangalore,Tech Mahindra,20-26 Yrs,60-65 Lacs PA,Bengaluru,Solutions Head . Role & responsibilities . Min 20+ years of experience in leading deliv...,"ADAS and EV., SDV, AUTOSAR / ADAPTIVE AUTOSAR i, Body electronics, Digital Cockpit, BU Leadership for strategic planning, leading delivery/ solutions / consulting teams, Automotive OEM &Tier1",8 Days Ago,https://www.naukri.com/job-listings-tech-mahindra-hiring-solutions-head-bangalore-tech-mahindra-bengaluru-20-to-26-years-111224021111
IT Audit + Code Review(Bangalore),KPMG Assurance and Consulting Services LLP,3-8 Yrs,8-17 Lacs PA,Bengaluru,"Perform testing of IT Application Controls, IPE, and Interface Controls through code re...","ITGC, ITAC, IT Audit, SOC, Code Review, SOX, It General Controls, Review",8 Days Ago,https://www.naukri.com/job-listings-it-audit-code-review-bangalore-kpmg-assurance-and-consulting-services-llp-bengaluru-3-to-8-years-111224019687
Hiring For Program Managers - Electrical,Alstom Transportation,15-22 Yrs,30-45 Lacs PA,Bengaluru,Experience or understanding of project and bid management A Project Management certific...,"Engineering Project Management, Program Management, PMO, Engineering Management, Strategic Operations Management, Project Management, Bid Management, Leadership Management",8 Days Ago,https://www.naukri.com/job-listings-hiring-for-program-managers-electrical-alstom-transportation-bengaluru-15-to-22-years-111224017268
RTE - Release Train Engineer,Schneider Electric,5-10 Yrs,Not disclosed,Hybrid - Bengaluru,assess the agility level of the ART and help them improve Foster Communities of Practic...,"Release Train Engineer, Coach Scrum Master, Safe, Rte, PI, Safe Certified, Certified, Training",8 Days Ago,https://www.naukri.com/job-listings-rte-release-train-engineer-schneider-electric-bengaluru-5-to-10-years-111224012036
Turnaround Scheduler,EY,3-8 Yrs,Not disclosed,Bengaluru,Required Qualifications: -Minimum 2 years of experience in scheduling for maintenance t...,"Primavera, Primavera P6, Turnaround, Scheduling, P6, Scheduler",8 Days Ago,https://www.naukri.com/job-listings-turnaround-scheduler-ey-bengaluru-3-to-8-years-111224010559
Turnaround Planner,EY,3-8 Yrs,Not disclosed,Bengaluru,Required Qualifications: -3 to 5 years of field experience in maintenance turnarounds f...,"Turnaround planning, Engineering, Maintenance, Planning",8 Days Ago,https://www.naukri.com/job-listings-turnaround-planner-ey-bengaluru-3-to-8-years-111224010169
Senior Business Analyst,Flipkart,4-6 Yrs,Not disclosed,Bengaluru,Act as the enabler that the team can depend on. . Requirement & Responsibilities: . 4-6...,"Python, advanced analytics, data analysis, natural language processing, predictive analytics, pyspark, business analysis, business analytics",8 Days Ago,https://www.naukri.com/job-listings-senior-business-analyst-flipkart-internet-private-limited-bengaluru-4-to-6-years-101224925471
Identity And Access Management Architect,Alstom Transportation,10-14 Yrs,Not disclosed,Bengaluru,"Overall 10+years of work experience, 4-5 years of experience in IAM architecture / secu...","Identity And Access Management, ISO 27005, ISO 27002, Microsoft Azure, Saviynt AAG, IT Security, IAM architecture, Security",8 Days Ago,https://www.naukri.com/job-listings-identity-and-access-management-architect-alstom-transport-india-ltd-bengaluru-10-to-14-years-101224925187
Ariba Solution Expert,Alstom Transportation,9-12 Yrs,Not disclosed,Bengaluru,"A certification in SAP ARIBA Buying and Sourcing SuiteDegree in Engineering, preferably...","SAP ARIBA, SAP, procurement, ARIBA Downstream, Downstream, Ariba",8 Days Ago,https://www.naukri.com/job-listings-ariba-solution-expert-alstom-transport-india-ltd-bengaluru-9-to-12-years-101224924859
Engineering Services Lead,Accenture,2-6 Yrs,Not disclosed,Bengaluru,Creation of required mockup for the illustrations that have to be revised or newly crea...,"sap, cms, wiring, impact analysis, engineering design, project management, mechanical engineering, engineering drawing",8 Days Ago,https://www.naukri.com/job-listings-engineering-services-lead-accenture-solutions-pvt-ltd-bengaluru-2-to-6-years-101224924061
Technology Architect,Accenture,7-11 Yrs,Not disclosed,Bengaluru,"Provide input into final decisions regarding hardware, network products, system softwar...","ssi, node.js, java, lambda expressions, aws, java sdk, python, aws iam",9 Days Ago,https://www.naukri.com/job-listings-technology-architect-accenture-solutions-pvt-ltd-bengaluru-7-to-11-years-101224922254
Application Lead,Accenture,12-16 Yrs,Not disclosed,Bengaluru,"Project Role :Application LeadProject Role Description :Lead the effort to design, buil...","presentation skills, business requirement analysis, retirement planning, ms office suite, scrum, data analysis, oracle, business analysis",9 Days Ago,https://www.naukri.com/job-listings-application-lead-accenture-solutions-pvt-ltd-bengaluru-12-to-16-years-101224919279
Application Developer,Accenture,3-5 Yrs,Not disclosed,Bengaluru,Minimum 3 year(s) of experience is required. Educational Qualification : 15 years full ...,"artificial intelligence, gcp, ml, aiml, cx, css, vertex, neural networks",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-bengaluru-3-to-5-years-101224918525
GN - Industry - Retail SAP Consultant,Accenture,2-6 Yrs,Not disclosed,Bengaluru,MBA from Tier 1 and 2 business school Must have worked as an end-to-end SAP Solution / ...,"project management, presentation skills, sd, ibp, ewm, master data, sap, sap retail",9 Days Ago,https://www.naukri.com/job-listings-gn-industry-retail-sap-consultant-accenture-solutions-pvt-ltd-bengaluru-2-to-6-years-101224918042
Software Development Lead,Accenture,5-9 Yrs,Not disclosed,Bengaluru,Must have skills : Amazon Web Services (AWS). Good to have skills : NAMinimum 5 year(s)...,"java sdk, ssi, lambda expressions, devops, aws, python, aws iam, software development",9 Days Ago,https://www.naukri.com/job-listings-software-development-lead-accenture-solutions-pvt-ltd-bengaluru-5-to-9-years-101224917531
Software Development Lead,Accenture,5-7 Yrs,Not disclosed,Bengaluru,Must have skills : Amazon Web Services (AWS). Good to have skills : Java Full Stack Dev...,"java sdk, ssi, lambda expressions, devops, aws, python, aws iam, software development",9 Days Ago,https://www.naukri.com/job-listings-software-development-lead-accenture-solutions-pvt-ltd-bengaluru-5-to-7-years-101224916625
Application Developer,Accenture,5-10 Yrs,Not disclosed,Hyderabad,"Project Role Description : Design, build and configure applications to meet business pr...","mulesoft anypoint platform, software development life cycle, java, mule esb, agile methodology, rest, web services, mulesoft anypoint",9 Days Ago,https://www.naukri.com/job-listings-application-developer-accenture-solutions-pvt-ltd-hyderabad-5-to-10-years-101224915750
Applied Materials India Chief Operating Officer,Applied Materials,15-20 Yrs,Not disclosed,Bengaluru,"We are recruiting a chief operating officer (COO, Applied Materials India) who has stro...","business development, operations management, business strategy, export documentation, strategic planning, Application, Materials, Documentation",9 Days Ago,https://www.naukri.com/job-listings-applied-materials-india-chief-operating-officer-applied-materials-india-private-limited-bengaluru-15-to-20-years-101224905498
Scrum Master,PwC India,7-10 Yrs,Not disclosed,"Bengaluru, Delhi / NCR",Certified Scrum Master with 7-10 years of experience in agile methodologies and Jira|Le...,"scrum Master, Jira, Risk Management, Stakeholder Management, Management, Scrum, Risk",8 Days Ago,https://www.naukri.com/job-listings-scrum-master-pwc-india-bengaluru-delhi-ncr-7-to-10-years-101224025347
Cognizant is Hiring For Performance Testing !!,Cognizant,6-11 Yrs,4-9 Lacs PA,Hybrid - Bengaluru,Experience : 5 to 15 Years. Notice Period : 0 to 90 Days.,"Performance Testing, Load Runner, JMeter, Load, Performance, Software testing, Runner, Hiring",9 Days Ago,https://www.naukri.com/job-listings-cognizant-is-hiring-for-performance-testing-cognizant-bengaluru-6-to-11-years-101224023114
Traction System Engineer,2coms,2-7 Yrs,3.25-6 Lacs PA,Bengaluru,The System Engineer - Propulsion defines the architecture and full functionality of tra...,"conveyors, python, project management, c, software testing, purchase, system design, rolling stock",9 Days Ago,https://www.naukri.com/job-listings-traction-system-engineer-2coms-bengaluru-2-to-7-years-101224018513
C++ Dveloper / Lead - Immediate Joiner- Bangalore location,Capgemini,4-9 Yrs,8-18 Lacs PA,Hybrid - Bengaluru,"Requirements Excellent programming experience in C, C++ and similar open source softwa...","C++, Telecom, Linux, Data structure, Data, Data structures, Leadership",9 Days Ago,https://www.naukri.com/job-listings-c-dveloper-lead-immediate-joiner-bangalore-location-capgemini-bengaluru-4-to-9-years-101224014024
Senior RPA Developer,Hindustan Coca Cola Beverages (HCCB),4-8 Yrs,Not disclosed,Bengaluru(Kodigehalli +1),"Qualifications: Bachelors or master s degree in computer science, Information Technolog...","Robotic Process Automation, Rpa, Microsoft Power Automate, Power apps, Dataverse, Uipath, Application, Senior",9 Days Ago,https://www.naukri.com/job-listings-senior-rpa-developer-hindustan-coca-cola-beverages-hccb-bengaluru-4-to-8-years-101224013789
Godrej Locks | Influencer Management - Bangalore | AM/DM,Godrej & Boyce (G&B),4-9 Yrs,Not disclosed,Bengaluru,JOB PROFILE Key Result Areas:1. Onboarding Carpenters & Contractors for GVLC 2. Get ac...,"Loyalty Programs, Channel Sales, influencer management, tertiary sales, Retail Sales, Management, Channel, Retail",9 Days Ago,https://www.naukri.com/job-listings-godrej-locks-influencer-management-bangalore-am-dm-godrej-boyce-g-b-bengaluru-4-to-9-years-101224013070
Java Developer,Impetus Technologies,0-1 Yrs,3-7.5 Lacs PA,"Indore, New Delhi, Bengaluru","Skills and Qualifications: - Bachelors degree in Computer Science, Engineering, or rela...","Java, OOPS, Spring Boot, SQL, Spring, Boot, Development, Java Development",9 Days Ago,https://www.naukri.com/job-listings-java-developer-impetus-technologies-indore-new-delhi-bengaluru-0-to-1-years-101224012681
